model_name,model_short,primitive,emotion,combo,trial,meaning_score,excitement_score,emotional_elicitation,clarity_score,universality_score,embodiment_score,novelty_score,composite_score,dominant_sensation,composite_concept,confidence,parse_failed
llama3.2:1b,llama,want,Craving,want × Craving,1,0,0,2,4,8,6,3,2.95,craving,Craving for something more,0.2,False
llama3.2:1b,llama,want,Craving,want × Craving,2,0,0,1,0,0,0,1,0.25,Craving,Craving,0.0,False
llama3.2:1b,llama,want,Craving,want × Craving,3,0,0,0,0,0,0,0,0.0,craving,food craving,0.3,False
llama3.2:1b,llama,want,Excitement,want × Excitement,1,0,0,0,0,0,0,0,0.0,excitement,Excited desire,0.8,False
llama3.2:1b,llama,want,Excitement,want × Excitement,2,1,1,9,6,5,7,8,4.9,enthusiasm,Get it done ASAP,0.8,False
llama3.2:1b,llama,want,Excitement,want × Excitement,3,0,10,0,0,0,0,0,1.0,excitement,Want for something exciting,0.0,False
llama3.2:1b,llama,want,Anxiety,want × Anxiety,1,0,0,6,2,4,5,3,2.75,worried thoughts,Fear of loss,0.5,False
llama3.2:1b,llama,want,Anxiety,want × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,a feeling of nervousness,0.0,False
llama3.2:1b,llama,want,Anxiety,want × Anxiety,3,0,2,0,0,0,0,0,0.2,anxiety,worries and nervousness,0.5,False
llama3.2:1b,llama,feel,Joy,feel × Joy,1,0,10,0,0,0,0,0,1.0,joy,Joy,0.0,False
llama3.2:1b,llama,feel,Joy,feel × Joy,2,0,0,0,0,0,0,0,0.0,joy,Feeling Joy,0.0,False
llama3.2:1b,llama,feel,Joy,feel × Joy,3,0,0,0,0,0,0,0,0.0,joy,feeling joy,0.0,False
llama3.2:1b,llama,feel,Sadness,feel × Sadness,1,0,0,0,0,0,0,0,0.0,Sadness,Sadness of Feeling,0.8,False
llama3.2:1b,llama,feel,Sadness,feel × Sadness,2,0,0,1,0,0,0,0,0.2,sadness,emotional pain,0.0,False
llama3.2:1b,llama,feel,Sadness,feel × Sadness,3,0,0,0,0,0,0,0,0.0,sadness,,0.0,False
llama3.2:1b,llama,feel,Fear,feel × Fear,1,0,0,0,0,0,0,0,0.0,fear,Fear of loss,0.0,False
llama3.2:1b,llama,feel,Fear,feel × Fear,2,0,0,0,5,2,4,3,1.6,anxiety,Fear of loss,0.3,False
llama3.2:1b,llama,feel,Fear,feel × Fear,3,0,0,8,6,9,9,0,4.75,paralysis,Fear of the unknown,0.0,False
llama3.2:1b,llama,feel,Awe,feel × Awe,1,10,10,0,8,6,0,2,5.7,Ethereal feeling of wonder,Awe,0.6,False
llama3.2:1b,llama,feel,Awe,feel × Awe,2,0,0,0,0,0,0,0,0.0,awe,human presence,0.0,False
llama3.2:1b,llama,feel,Awe,feel × Awe,3,0,0,0,5,8,9,2,2.95,Awe,The Greatness of Nature,0.3,False
llama3.2:1b,llama,feel,Nostalgia,feel × Nostalgia,1,0,0,0,0,0,0,0,0.0,nostalgia,a sentimental longing for past times,0.5,False
llama3.2:1b,llama,feel,Nostalgia,feel × Nostalgia,2,4,8,9,6,8,9,2,6.7,nostalgia,"feeling wistful, homesick",0.8,False
llama3.2:1b,llama,feel,Nostalgia,feel × Nostalgia,3,0,0,0,0,0,0,0,0.0,nostalgia,feeling homesick,0.0,False
llama3.2:1b,llama,see,Aesthetic Appreciation,see × Aesthetic Appreciation,1,0,0,0,0,0,0,0,0.0,aesthetic,Beauty and harmony,0.3,False
llama3.2:1b,llama,see,Aesthetic Appreciation,see × Aesthetic Appreciation,2,2,4,8,6,9,5,7,5.6,Beauty,Aesthetic Appreciation,0.5,False
llama3.2:1b,llama,see,Aesthetic Appreciation,see × Aesthetic Appreciation,3,0,0,0,0,0,0,0,0.0,Aesthetic experience,Beauty,0.3,False
llama3.2:1b,llama,see,Interest,see × Interest,1,2,8,9,7,6,8,9,6.3,interesting,Exploration of human experience,0.8,False
llama3.2:1b,llama,see,Interest,see × Interest,2,5,8,7,6,9,7,5,6.65,amusement,Watching someone learn something new,0.5,False
llama3.2:1b,llama,see,Interest,see × Interest,3,5,7,9,6,8,9,4,6.95,engaging experience,Perception,0.5,False
llama3.2:1b,llama,see,Awe,see × Awe,1,0,0,0,8,0,0,0,1.2,Awe,The vastness of existence,0.7,False
llama3.2:1b,llama,see,Awe,see × Awe,2,0,5,8,6,0,9,2,4.0,breathtaking,"awe, wonder",0.3,False
llama3.2:1b,llama,see,Awe,see × Awe,3,0,0,0,0,0,0,0,0.0,awe,The vastness of nature,0.5,False
llama3.2:1b,llama,see,Fear,see × Fear,1,5,8,7,4,6,9,3,6.0,fear,Fear of loss,0.4,False
llama3.2:1b,llama,see,Fear,see × Fear,2,0,0,0,0,0,0,0,0.0,fear,fear of loss,0.5,False
llama3.2:1b,llama,see,Fear,see × Fear,3,0,0,0,0,0,0,0,0.0,fear,sight of something frightening,0.0,False
llama3.2:1b,llama,hear,Aesthetic Appreciation,hear × Aesthetic Appreciation,1,0,0,0,0,0,0,0,0.0,none,Aesthetic Appreciation,0.0,False
llama3.2:1b,llama,hear,Aesthetic Appreciation,hear × Aesthetic Appreciation,2,0,0,0,0,0,0,0,0.0,aesthetic experience,Hearing beauty,0.0,False
llama3.2:1b,llama,hear,Aesthetic Appreciation,hear × Aesthetic Appreciation,3,0,0,0,6,8,9,5,3.25,Appreciation,Aesthetic Appreciation,0.8,False
llama3.2:1b,llama,hear,Interest,hear × Interest,1,6,0,6,2,0,0,0,3.0,engagement,Listening for new things,0.5,False
llama3.2:1b,llama,hear,Interest,hear × Interest,2,2,8,9,6,4,7,2,5.4,interest,Hearing,0.5,False
llama3.2:1b,llama,hear,Interest,hear × Interest,3,1,6,9,4,3,2,7,4.25,interesting,Intriguing auditory experiences,0.5,False
llama3.2:1b,llama,hear,Awe,hear × Awe,1,0,0,0,5,0,0,0,0.75,awe,intensity of feeling,0.0,False
llama3.2:1b,llama,hear,Awe,hear × Awe,2,0,0,0,0,0,0,0,0.0,awe,Awe-inspiring silence,0.0,False
llama3.2:1b,llama,hear,Awe,hear × Awe,3,0,0,0,0,0,0,0,0.0,awe,awe-inspiring sound,0.5,False
llama3.2:1b,llama,hear,Calmness,hear × Calmness,1,0,0,0,0,0,0,0,0.0,Calmness,Calmness of sound,0.0,False
llama3.2:1b,llama,hear,Calmness,hear × Calmness,2,0,0,0,4,8,9,2,2.8,calmness,Calmness,0.3,False
llama3.2:1b,llama,hear,Calmness,hear × Calmness,3,0,2,8,6,9,8,2,4.95,serenity,Calmness,0.5,False
llama3.2:1b,llama,do,Excitement,do × Excitement,1,0,0,0,0,0,0,0,0.0,Excitement,Excited to do,0.0,False
llama3.2:1b,llama,do,Excitement,do × Excitement,2,5,7,8,6,9,9,4,6.9,enthusiasm,The thrill of accomplishment,0.7,False
llama3.2:1b,llama,do,Excitement,do × Excitement,3,0,0,0,0,0,0,0,0.0,enthusiasm,Excitement,0.0,False
llama3.2:1b,llama,do,Triumph,do × Triumph,1,0,0,0,0,0,0,0,0.0,Triumph,Triumphant Victory,0.0,False
llama3.2:1b,llama,do,Triumph,do × Triumph,2,0,10,0,0,0,0,1,1.05,Triumph,Triumph Over Loss,0.5,False
llama3.2:1b,llama,do,Triumph,do × Triumph,3,0,0,0,0,0,0,0,0.0,triumph,Triumphant victory,0.5,False
llama3.2:1b,llama,do,Anxiety,do × Anxiety,1,2,4,3,6,5,8,2,4.05,anxiety,worried thoughts,0.2,False
llama3.2:1b,llama,do,Anxiety,do × Anxiety,2,0,0,0,0,0,0,0,0.0,anxiety,Anxiety and uncertainty,0.0,False
llama3.2:1b,llama,do,Anxiety,do × Anxiety,3,0,0,2,4,6,8,5,2.95,anxiety,anxious thoughts,0.3,False
llama3.2:1b,llama,happen,Awe,happen × Awe,1,0,0,0,0,0,0,0,0.0,awe,Happening,0.0,False
llama3.2:1b,llama,happen,Awe,happen × Awe,2,0,0,0,0,0,0,0,0.0,awe,a profound and humbling experience,0.0,False
llama3.2:1b,llama,happen,Awe,happen × Awe,3,0,0,0,0,0,0,0,0.0,awe,happen,0.0,False
llama3.2:1b,llama,happen,Fear,happen × Fear,1,0,0,0,0,0,0,1,0.05,fear,Fear of the unknown,0.0,False
llama3.2:1b,llama,happen,Fear,happen × Fear,2,0,0,0,0,0,0,0,0.0,Fear,Happening,0.0,False
llama3.2:1b,llama,happen,Fear,happen × Fear,3,0,0,0,0,0,0,0,0.0,fear,happen fear,0.0,False
llama3.2:1b,llama,happen,Surprise,happen × Surprise,1,0,8,0,3,5,2,9,2.65,Surprise,"A sudden, unexpected event",0.8,False
llama3.2:1b,llama,happen,Surprise,happen × Surprise,2,0,0,0,0,0,0,0,0.0,Surprise,A sudden unexpected event,0.1,False
llama3.2:1b,llama,happen,Surprise,happen × Surprise,3,5,8,9,6,8,7,9,7.1,Surprise,Surprise happens,0.7,False
llama3.2:1b,llama,happen,Interest,happen × Interest,1,2,8,9,6,4,3,7,5.25,fascination,Happenings of interest,0.8,False
llama3.2:1b,llama,happen,Interest,happen × Interest,2,0,0,0,0,0,0,0,0.0,happened,happenings,0.0,False
llama3.2:1b,llama,happen,Interest,happen × Interest,3,2,4,9,8,6,7,3,5.65,intriguing,Unexpected events,0.3,False
llama3.2:1b,llama,move,Excitement,move × Excitement,1,0,0,5,6,8,9,2,4.1,excitement,Move,0.3,False
llama3.2:1b,llama,move,Excitement,move × Excitement,2,0,0,0,4,8,9,6,3.0,Excitement,Getting around,0.4,False
llama3.2:1b,llama,move,Excitement,move × Excitement,3,8,0,8,6,8,0,6,6.0,Energetic movement,Exciting physical action,0.2,False
llama3.2:1b,llama,move,Awe,move × Awe,1,0,0,0,0,0,0,0,0.0,awe,Astonishment,0.0,False
llama3.2:1b,llama,move,Awe,move × Awe,2,10,10,0,10,10,10,0,7.5,Mystical experience,Breathtaking movement,0.0,False
llama3.2:1b,llama,move,Awe,move × Awe,3,0,0,0,0,0,0,0,0.0,fear,Awe,0.0,False
llama3.2:1b,llama,move,Fear,move × Fear,1,0,0,0,0,0,1,0,0.1,fear,Movement of Fear,0.0,False
llama3.2:1b,llama,move,Fear,move × Fear,2,0,0,0,0,0,0,0,0.0,fear,anxiety,0.0,False
llama3.2:1b,llama,move,Fear,move × Fear,3,0,10,0,0,0,0,0,1.0,Fear,Fear of movement,0.0,False
llama3.2:1b,llama,move,Interest,move × Interest,1,0,0,0,0,0,0,0,0.0,interest,to move,0.2,False
llama3.2:1b,llama,move,Interest,move × Interest,2,0,0,5,0,0,0,0,1.0,intrigue,Movement,0.0,False
llama3.2:1b,llama,move,Interest,move × Interest,3,2,8,9,7,6,9,5,6.2,Interest,Exploration,0.3,False
llama3.2:1b,llama,live,Joy,live × Joy,1,5,10,10,8,6,8,4,7.35,joyful elation,The feeling of being alive and connected to the world,0.8,False
llama3.2:1b,llama,live,Joy,live × Joy,2,0,0,0,0,0,0,0,0.0,joy,The feeling of living,0.0,False
llama3.2:1b,llama,live,Joy,live × Joy,3,0,0,0,0,0,0,0,0.0,unbridled joy,pure delight,0.5,False
llama3.2:1b,llama,live,Excitement,live × Excitement,1,0,10,0,0,0,0,0,1.0,Excitement,Live Energy,0.0,False
llama3.2:1b,llama,live,Excitement,live × Excitement,2,0,8,0,0,0,0,0,0.8,thrill,Living,0.2,False
llama3.2:1b,llama,live,Excitement,live × Excitement,3,0,0,0,0,0,0,0,0.0,enthusiasm,Energy and vitality,0.1,False
llama3.2:1b,llama,live,Awe,live × Awe,1,0,0,0,0,0,0,0,0.0,amazed,Spiritual Experience,0.0,False
llama3.2:1b,llama,live,Awe,live × Awe,2,0,0,0,0,0,0,0,0.0,awe,transcendent beauty,0.5,False
llama3.2:1b,llama,live,Awe,live × Awe,3,0,0,0,0,0,0,0,0.0,awe,human experience,0.1,False
llama3.2:1b,llama,live,Fear,live × Fear,1,0,0,0,0,0,0,0,0.0,fear,Fear of living,0.5,False
llama3.2:1b,llama,live,Fear,live × Fear,2,4,1,3,2,6,5,0,3.4,anxiety,Fear of not being alive,0.5,False
llama3.2:1b,llama,live,Fear,live × Fear,3,2,5,8,6,4,9,7,5.35,Fear,"Fear of loss, loss of control",0.3,False
llama3.2:1b,llama,die,Horror,die × Horror,1,0,0,0,0,0,0,0,0.0,horror,Death and loss,0.5,False
llama3.2:1b,llama,die,Horror,die × Horror,2,0,0,0,0,0,0,0,0.0,horror,death,0.0,False
llama3.2:1b,llama,die,Horror,die × Horror,3,0,0,8,2,0,1,0,2.0,chaos,Death of Humanity,0.5,False
llama3.2:1b,llama,die,Fear,die × Fear,1,0,0,0,0,0,0,0,0.0,death,Death,0.0,False
llama3.2:1b,llama,die,Fear,die × Fear,2,0,0,0,0,0,0,0,0.0,fear,death,0.0,False
llama3.2:1b,llama,die,Fear,die × Fear,3,0,0,0,0,0,0,0,0.0,death,Doom,0.0,False
llama3.2:1b,llama,die,Sadness,die × Sadness,1,5,2,8,4,3,6,1,4.75,death,Loss of life,0.5,False
llama3.2:1b,llama,die,Sadness,die × Sadness,2,0,0,0,0,0,0,0,0.0,loss,death,0.0,False
llama3.2:1b,llama,die,Sadness,die × Sadness,3,0,0,0,0,0,0,0,0.0,grief,"Loss, Death, Finality",0.2,False
llama3.2:1b,llama,die,Awe,die × Awe,1,0,10,10,0,0,10,0,4.0,awe,Fear of loss,0.2,False
llama3.2:1b,llama,die,Awe,die × Awe,2,0,0,0,0,0,0,0,0.0,Awe,The beauty and power of mortality,0.5,False
llama3.2:1b,llama,die,Awe,die × Awe,3,0,0,0,0,0,0,0,0.0,awe,Death and loss,0.0,False
llama3.2:1b,llama,die,Nostalgia,die × Nostalgia,1,0,0,0,0,0,0,0,0.0,nostalgia,lost loved ones,0.4,False
llama3.2:1b,llama,die,Nostalgia,die × Nostalgia,2,0,0,5,5,0,0,0,1.75,nostalgia,"death and loss, fond memories",0.0,False
llama3.2:1b,llama,die,Nostalgia,die × Nostalgia,3,0,1,7,4,9,6,2,4.15,nostalgia,grief,0.6,False
llama3.2:1b,llama,time,Nostalgia,time × Nostalgia,1,0,0,0,0,0,0,0,0.0,nostalgia,time and memory,0.5,False
llama3.2:1b,llama,time,Nostalgia,time × Nostalgia,2,0,4,9,6,8,9,3,5.35,nostalgia,time of childhood,0.1,False
llama3.2:1b,llama,time,Nostalgia,time × Nostalgia,3,0,0,8,6,7,9,3,4.6,nostalgia,time and memories,0.6,False
llama3.2:1b,llama,time,Anxiety,time × Anxiety,1,0,0,8,4,0,3,0,2.5,nervous energy,"Anxiety, a feeling of impending doom",0.1,False
llama3.2:1b,llama,time,Anxiety,time × Anxiety,2,0,0,0,4,0,0,2,0.7,Anxiety,Time anxiety,0.5,False
llama3.2:1b,llama,time,Anxiety,time × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,stress,0.5,False
llama3.2:1b,llama,time,Awe,time × Awe,1,0,0,0,6,8,9,0,3.0,mysterious,Time of Life,0.2,False
llama3.2:1b,llama,time,Awe,time × Awe,2,0,0,0,0,0,0,0,0.0,awe,a feeling of reverence for the passing of time,0.5,False
llama3.2:1b,llama,time,Awe,time × Awe,3,2,9,9,6,8,7,4,6.2,Breathtaking silence,The universe's infinite duration,0.5,False
llama3.2:1b,llama,time,Interest,time × Interest,1,2,0,8,5,0,2,1,3.1,engrossing,"Time, the measure of all",0.3,False
llama3.2:1b,llama,time,Interest,time × Interest,2,2,8,9,6,8,9,7,6.45,Timeless curiosity,The flow of moments in our lives,0.5,False
llama3.2:1b,llama,time,Interest,time × Interest,3,5,8,9,6,4,7,3,6.2,curiosity,The passage of time,0.9,False
llama3.2:1b,llama,now,Anxiety,now × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,Anxiety in the now,0.5,False
llama3.2:1b,llama,now,Anxiety,now × Anxiety,2,0,0,5,4,2,3,6,2.5,anxiety,Anxiety Now,0.2,False
llama3.2:1b,llama,now,Anxiety,now × Anxiety,3,2,6,8,4,9,7,3,5.5,anxiety,Fear and uncertainty,0.2,False
llama3.2:1b,llama,now,Excitement,now × Excitement,1,8,10,9,6,4,8,7,7.45,Euphoria,The thrill of the new experience,0.4,False
llama3.2:1b,llama,now,Excitement,now × Excitement,2,0,8,9,6,7,8,4,5.55,excitement,A sense of anticipation and eagerness,0.0,False
llama3.2:1b,llama,now,Excitement,now × Excitement,3,0,0,0,0,0,0,0,0.0,Excitement,Exciting Moments,0.5,False
llama3.2:1b,llama,now,Calmness,now × Calmness,1,0,0,0,5,0,0,0,0.75,Calmness,Calmness,0.2,False
llama3.2:1b,llama,now,Calmness,now × Calmness,2,0,0,0,0,0,0,0,0.0,calmness,stillness,0.0,False
llama3.2:1b,llama,now,Calmness,now × Calmness,3,0,0,0,0,0,0,0,0.0,calmness,calm,0.0,False
llama3.2:1b,llama,before,Nostalgia,before × Nostalgia,1,0,0,9,2,6,4,1,3.45,nostalgic,remembered past days,0.0,False
llama3.2:1b,llama,before,Nostalgia,before × Nostalgia,2,0,0,0,0,0,0,0,0.0,nostalgia,a bittersweet longing for the past,0.1,False
llama3.2:1b,llama,before,Nostalgia,before × Nostalgia,3,0,0,0,0,0,0,0,0.0,nostalgia,good old times,0.2,False
llama3.2:1b,llama,before,Sadness,before × Sadness,1,0,0,0,1,0,0,0,0.15,uncomfortable,Loss of control,0.0,False
llama3.2:1b,llama,before,Sadness,before × Sadness,2,5,0,0,0,0,0,0,1.25,sadness,reminiscing about a past moment that feels lost or abandoned,0.1,False
llama3.2:1b,llama,before,Sadness,before × Sadness,3,0,0,0,0,0,0,0,0.0,sadness,nostalgia,0.5,False
llama3.2:1b,llama,before,Pride,before × Pride,1,5,8,9,6,8,7,5,6.9,Intriguing and complex,The past and pride,0.0,False
llama3.2:1b,llama,before,Pride,before × Pride,2,0,0,0,0,0,0,0,0.0,Pride,A feeling of accomplishment,0.0,False
llama3.2:1b,llama,before,Pride,before × Pride,3,0,0,0,2,0,1,0,0.4,pride,Pride before a Fall,0.5,False
llama3.2:1b,llama,after,Relief,after × Relief,1,2,8,9,7,8,6,3,6.1,Serenity,Relief after,0.8,False
llama3.2:1b,llama,after,Relief,after × Relief,2,0,0,0,0,0,0,0,0.0,relief,after feeling relieved,0.0,False
llama3.2:1b,llama,after,Relief,after × Relief,3,5,10,8,7,9,6,5,7.1,Relief,Exhilaration,0.2,False
llama3.2:1b,llama,after,Satisfaction,after × Satisfaction,1,5,8,9,7,6,8,4,6.8,Satisfaction,Afterness and fulfillment,0.8,False
llama3.2:1b,llama,after,Satisfaction,after × Satisfaction,2,0,2,9,6,8,7,3,4.95,Satisfaction,Satisfaction,0.5,False
llama3.2:1b,llama,after,Satisfaction,after × Satisfaction,3,2,8,9,7,4,3,5,5.3,satisfaction,complete sense of completion,0.75,False
llama3.2:1b,llama,after,Nostalgia,after × Nostalgia,1,8,6,9,7,6,8,5,7.4,nostalgia,nostalgia after,0.6,False
llama3.2:1b,llama,after,Nostalgia,after × Nostalgia,2,3,8,9,6,2,7,0,5.25,nostalgia,A feeling of longing for something past,0.7,False
llama3.2:1b,llama,after,Nostalgia,after × Nostalgia,3,0,0,0,4,7,8,2,2.55,nostalgic reverie,nostalgia after,0.3,False
llama3.2:1b,llama,moment,Awe,moment × Awe,1,0,0,0,0,0,0,0,0.0,awe,a profound and humbling experience,0.0,False
llama3.2:1b,llama,moment,Awe,moment × Awe,2,0,0,0,0,0,0,0,0.0,awe,a moment,0.0,False
llama3.2:1b,llama,moment,Awe,moment × Awe,3,0,0,0,0,0,0,0,0.0,amazing,awe-inspiring moment,0.0,False
llama3.2:1b,llama,moment,Excitement,moment × Excitement,1,2,10,9,6,8,4,3,5.95,ecstatic,The thrill of a new experience,0.8,False
llama3.2:1b,llama,moment,Excitement,moment × Excitement,2,5,8,9,6,7,8,6,6.9,exciting moment,big change,0.5,False
llama3.2:1b,llama,moment,Excitement,moment × Excitement,3,5,8,9,6,3,4,2,5.7,Euphoria,Moment of Pure Excitement,0.5,False
llama3.2:1b,llama,moment,Fear,moment × Fear,1,0,10,0,0,0,0,0,1.0,fear,a moment of fear,0.0,False
llama3.2:1b,llama,moment,Fear,moment × Fear,2,0,0,0,0,0,0,0,0.0,fear,moment of terror,0.0,False
llama3.2:1b,llama,moment,Fear,moment × Fear,3,0,0,0,0,0,0,0,0.0,fear,Uncertainty and Vulnerability,0.0,False
llama3.2:1b,llama,moment,Interest,moment × Interest,1,2,8,9,6,4,7,3,5.45,joy,A moment of interest,0.5,False
llama3.2:1b,llama,moment,Interest,moment × Interest,2,3,9,10,6,7,8,0,6.4,amusement,Moment of Interest,0.8,False
llama3.2:1b,llama,moment,Interest,moment × Interest,3,0,0,0,2,5,8,6,2.15,Curiosity,A fleeting moment of interest,0.2,False
llama3.2:1b,llama,place,Nostalgia,place × Nostalgia,1,2,5,9,6,8,7,4,5.8,nostalgic longing,back to childhood,0.8,False
llama3.2:1b,llama,place,Nostalgia,place × Nostalgia,2,0,0,0,0,0,0,0,0.0,nostalgia,a place that evokes fond memories,0.2,False
llama3.2:1b,llama,place,Nostalgia,place × Nostalgia,3,1,5,8,6,9,7,2,5.4,nostalgia,homesick past,0.1,False
llama3.2:1b,llama,place,Awe,place × Awe,1,0,0,0,0,0,0,0,0.0,awe,A profound sense of connection to the unknown,0.5,False
llama3.2:1b,llama,place,Awe,place × Awe,2,2,8,9,5,4,3,2,4.85,Awe,Sense of Grandeur,0.5,False
llama3.2:1b,llama,place,Awe,place × Awe,3,0,0,0,0,0,0,0,0.0,awe,,0.2,False
llama3.2:1b,llama,place,Anxiety,place × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety as a weight,anxiety over the unknown,0.0,False
llama3.2:1b,llama,place,Anxiety,place × Anxiety,2,0,1,1,1,2,2,0,0.95,anxiety,anxiety over place,0.2,False
llama3.2:1b,llama,place,Anxiety,place × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,placing oneself in unfamiliar or threatening situations,0.1,False
llama3.2:1b,llama,place,Curiosity,place × Curiosity,1,5,8,9,6,7,9,3,6.85,Curiosity,Exploration,0.9,False
llama3.2:1b,llama,place,Curiosity,place × Curiosity,2,0,0,0,4,7,8,5,2.7,Curiosity,The Curious Place,0.3,False
llama3.2:1b,llama,place,Curiosity,place × Curiosity,3,0,0,0,0,0,0,0,0.0,Curiosity,A place that sparks curiosity,0.5,False
llama3.2:1b,llama,here,Calmness,here × Calmness,1,0,0,0,0,0,0,0,0.0,serenity,calmness,0.0,False
llama3.2:1b,llama,here,Calmness,here × Calmness,2,0,0,0,0,0,0,0,0.0,calmness,a sense of peace,0.8,False
llama3.2:1b,llama,here,Calmness,here × Calmness,3,0,0,0,5,0,0,0,0.75,Serenity,Calmness,0.3,False
llama3.2:1b,llama,here,Nostalgia,here × Nostalgia,1,0,0,2,5,8,4,3,2.9,nostalgia,lost memories,0.5,False
llama3.2:1b,llama,here,Nostalgia,here × Nostalgia,2,2,9,0,8,9,9,0,4.85,nostalgia,homesick longing,0.2,False
llama3.2:1b,llama,here,Nostalgia,here × Nostalgia,3,0,2,8,2,5,6,1,3.5,nostalgia,lost childhood memories,0.5,False
llama3.2:1b,llama,here,Anxiety,here × Anxiety,1,0,0,6,4,3,0,2,2.35,anxiety,anxiety in here,0.0,False
llama3.2:1b,llama,here,Anxiety,here × Anxiety,2,0,0,0,1,0,0,0,0.15,anxiety,anxious presence,0.0,False
llama3.2:1b,llama,here,Anxiety,here × Anxiety,3,0,0,0,0,0,0,0,0.0,anxiety,anxious feelings of dread,0.0,False
llama3.2:1b,llama,far,Nostalgia,far × Nostalgia,1,4,6,9,8,8,9,7,7.05,nostalgia,wistful longing for a simpler time,0.3,False
llama3.2:1b,llama,far,Nostalgia,far × Nostalgia,2,1,2,9,6,4,8,2,4.65,nostalgia,Longing for a place or time past,0.5,False
llama3.2:1b,llama,far,Nostalgia,far × Nostalgia,3,2,8,9,6,3,2,1,4.7,longing,"far away, remembered happier times",0.4,False
llama3.2:1b,llama,far,Awe,far × Awe,1,0,0,9,5,8,9,6,4.95,awestruck,The vastness of the universe,0.0,False
llama3.2:1b,llama,far,Awe,far × Awe,2,0,0,0,0,0,0,0,0.0,awe,mystery of the universe,0.0,False
llama3.2:1b,llama,far,Awe,far × Awe,3,0,5,10,6,8,9,2,5.6,Awe,A feeling of vastness and wonder,0.4,False
llama3.2:1b,llama,far,Anxiety,far × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,anxiety of being far away,0.0,False
llama3.2:1b,llama,far,Anxiety,far × Anxiety,2,2,0,5,3,8,6,4,3.95,anxiety,feeling of unease,0.2,False
llama3.2:1b,llama,far,Anxiety,far × Anxiety,3,0,0,0,0,0,0,0,0.0,fear,Fears of the unknown,0.0,False
llama3.2:1b,llama,near,Calmness,near × Calmness,1,5,0,0,5,0,0,0,2.0,Calmness,Calmness near,0.0,False
llama3.2:1b,llama,near,Calmness,near × Calmness,2,0,0,0,0,0,0,0,0.0,calmness,a state of serenity and peacefulness,0.8,False
llama3.2:1b,llama,near,Calmness,near × Calmness,3,6,3,7,8,9,6,5,6.6,serenity,peaceful solitude,0.7,False
llama3.2:1b,llama,near,Anxiety,near × Anxiety,1,0,0,0,0,0,0,0,0.0,anxiety,anxiety of nearness,0.0,False
llama3.2:1b,llama,near,Anxiety,near × Anxiety,2,4,6,8,6,8,7,5,6.25,anxiety,feeling of unease,0.2,False
llama3.2:1b,llama,near,Anxiety,near × Anxiety,3,2,8,9,7,6,5,9,6.0,paranoia,Anxiety of being overwhelmed by nearness,0.3,False
llama3.2:1b,llama,near,Romance,near × Romance,1,2,8,9,6,5,7,4,5.65,Romantic Longing,"Near, a place of affection",0.5,False
llama3.2:1b,llama,near,Romance,near × Romance,2,0,0,6,8,5,3,9,3.9,passionately drawn,Love at first sight,0.4,False
llama3.2:1b,llama,near,Romance,near × Romance,3,6,8,9,7,8,9,6,7.55,longing,Love at first sight,0.7,False
llama3.2:1b,llama,inside,Comfort,inside × Comfort,1,1,0,2,3,4,1,5,2.05,comfort,a sense of security,0.8,False
llama3.2:1b,llama,inside,Comfort,inside × Comfort,2,8,0,9,6,7,9,2,6.75,security,Inner Comfort,0.2,False
llama3.2:1b,llama,inside,Comfort,inside × Comfort,3,1,8,9,6,7,8,4,5.8,comfort,Feel inside,0.5,False
llama3.2:1b,llama,inside,Curiosity,inside × Curiosity,1,0,0,0,0,0,0,0,0.0,curiosity,Curiosity Inside,0.0,False
llama3.2:1b,llama,inside,Curiosity,inside × Curiosity,2,2,8,9,6,7,5,4,5.75,intrigue,The mysteries within,0.2,False
llama3.2:1b,llama,inside,Curiosity,inside × Curiosity,3,2,10,10,8,4,6,4,6.1,Curiosity,Curiosity inside,0.5,False
llama3.2:1b,llama,inside,Fear,inside × Fear,1,0,0,0,0,0,0,0,0.0,fear within,Fear of being trapped inside,0.0,False
llama3.2:1b,llama,inside,Fear,inside × Fear,2,2,0,8,6,8,9,3,5.25,Fear,Inside Fear,0.5,False
llama3.2:1b,llama,inside,Fear,inside × Fear,3,0,0,1,2,1,0,0,0.65,fear,Intimacy,0.2,False
llama3.2:1b,llama,not,Disgust,not × Disgust,1,0,0,0,0,0,0,0,0.0,disgust,Not bad,0.2,False
llama3.2:1b,llama,not,Disgust,not × Disgust,2,2,0,0,4,5,8,2,2.75,disgust,not a thing,0.3,False
llama3.2:1b,llama,not,Disgust,not × Disgust,3,0,0,0,2,1,0,3,0.6,offensive,Disgust,0.2,False
llama3.2:1b,llama,not,Fear,not × Fear,1,0,0,0,0,0,0,0,0.0,fear,Uncertainty and anxiety,0.0,False
llama3.2:1b,llama,not,Fear,not × Fear,2,0,0,0,0,0,1,0,0.1,fear,a feeling of dread,0.5,False
llama3.2:1b,llama,not,Fear,not × Fear,3,0,0,0,0,0,0,0,0.0,fear,Fear of the unknown,0.0,False
